symbol,company_name,sector,industry,country,market_cap,net_income,total_revenue,return_on_assets,return_on_equity,profit_margins,pe_trailing,pe_forward,earnings_growth,price_to_sales,price_to_book,revenue_growth,debt_to_equity,dividend_yield,payout_ratio,free_cashflow
CSGS,"CSG Systems International, Inc.",Technology,Software - Application,United States,2300464128.0,63644000.0,1237568000.0,0.06905,0.22059,0.05143,36.022324,15.012094,0.456,1.8588588,7.8400702,0.048,195.48,0.016900001,0.5804,179904256.0
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,United States,13507241984.0,728600000.0,4976200192.0,0.108780004,0.38228,0.14571,19.497662,14.236023,-0.032,2.7143686,8.158576,-0.04,174.728,1.32,0.25100002,722249984.0
CSR,Centerspace,Real Estate,REIT - Residential,United States,1209427584.0,7946000.0,271638016.0,0.00748,0.01435,0.03066,145.19148,-135.05917,,4.45235,1.6499032,-0.03,124.453,4.51,6.5532002,103208872.0
CSTE,Caesarstone Ltd.,Industrials,Building Products & Equipment,Israel,66733756.0,-137568000.0,397228000.0,-0.06513,-0.66712,-0.34607,,-1.93,,0.16799863,0.47926494,-0.035,97.975,,0.0,8398375.0
CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,United States,611148544.0,-12832000.0,339920000.0,-0.03965,-0.02846,-0.037750002,,-22.357836,,1.7979188,1.3230467,-0.049,7.959,,0.0,12890500.0
CSTM,Constellium SE,Basic Materials,Aluminum,France,4525641216.0,435000000.0,8931000320.0,0.06969,0.45651,0.04871,10.619808,11.322423,4.469,0.50673395,4.0442877,0.244,174.293,,0.0,-23750000.0
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,United States,694096896.0,43551000.0,416491008.0,0.04659,0.17989,0.10582,15.901818,11.624136,-0.373,1.6665351,2.6001902,-0.009,204.559,1.03,0.16360001,45259752.0
CSWI,,,,,,,,,,,,,,,,,,,,
CSX,CSX Corporation,Industrials,Railroads,United States,84582481920.0,3049999872.0,14151000064.0,0.07084,0.23684,0.21553,27.92638,21.044067,0.265,5.977138,6.229643,0.017,143.06,1.23,0.3252,1129874944.0
CTAS,Cintas Corporation,Industrials,Specialty Business Services,United States,69195669504.0,1930966016.0,11027210240.0,0.15942,0.41303003,0.17568001,36.483124,31.86469,0.097,6.2749934,14.445744,0.089,60.943,1.04,0.3671,1508147456.0
CTBI,"Community Trust Bancorp, Inc.",Financial Services,Banks - Regional,United States,1211520128.0,103278000.0,279448000.0,0.01587,0.12478,0.36958,11.68126,10.689102,0.23,4.3354044,1.3899597,0.148,,3.18,0.36080003,
CTGO,Contango Silver & Gold Inc.,Basic Materials,Gold,United States,633886976.0,-27843910.0,,-0.00671,-0.18499,0.0,,4.1927443,,,2.0438535,,10.256,,0.0,-920192.0
CTKB,"Cytek Biosciences, Inc.",Healthcare,Medical Devices,United States,517861792.0,-74003000.0,204171008.0,-0.05886,-0.20926,-0.36246,,21.105265,,2.536412,1.5806072,0.065,8.388,,0.0,6412875.0
CTLP,Cantaloupe Inc,Technology,Software - Infrastructure,United States,825815936.0,3106000.0,320820992.0,0.04142,0.014839999,0.01148,280.0,23.333334,,2.5740707,3.270073,0.043,18.165,,0.0,19994876.0
CTLT,,,,,,,,,,,,,,,,,,,,
CTO,"CTO Realty Growth, Inc.",Real Estate,REIT - Diversified,United States,688509568.0,6524000.0,154907008.0,0.01741,0.02401,0.09061,101.899994,185.27272,12.001,4.444664,1.1793981,0.15,113.242,7.46,7.6,-21409376.0
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services,United States,2099204736.0,-17363000.0,1983346944.0,0.02836,-0.02145,-0.00875,,33.361042,,1.0584153,2.5992675,0.093,309.15,,0.0,109078376.0
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,United States,24724652032.0,1666000000.0,7352000000.0,0.06199,0.11361,0.22674,15.004608,10.833689,-0.103,3.3629832,1.6676911,0.186,24.381,0.027,0.4055,1249750016.0
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,United States,9718923264.0,335024000.0,522555008.0,0.04756,0.09423,0.64098,26.037973,24.023357,0.05,18.598852,2.255606,0.032,71.948,3.79,0.8829,965303104.0
CTRI,"Centuri Holdings, Inc.",Utilities,Utilities - Regulated Gas,United States,3048226816.0,30805000.0,3155874048.0,0.03185,0.044120003,0.00976,83.888885,29.966265,,0.9658899,3.532577,0.315,108.394,,0.0,-30555624.0
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail,United States,356264512.0,5207000.0,819961984.0,-0.009380001,0.04538,0.00635,67.634926,17.251013,,0.43448907,2.976598,0.091,191.986,,0.0,10307375.0
CTS,CTS Corporation,Technology,Electronic Components,United States,1781910144.0,69147000.0,554779008.0,0.07248,0.12621,0.124639995,26.632479,21.564013,0.341,3.211928,3.1999998,0.107,17.034,0.26,0.0684,68633128.0
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,United States,24950749184.0,2228999936.0,21405999104.0,0.10438,0.14876,0.10413,11.442516,8.563075,0.036,1.1655961,1.659379,0.058,7.247,2.5,0.2733,1908875008.0
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,United States,53211316224.0,1252000000.0,17888999424.0,0.043270003,0.051370002,0.064959995,43.005405,19.391397,0.121,2.9745274,2.1881788,0.11,13.64,0.9,0.3838,2576124928.0
CUBE,CubeSmart,Real Estate,REIT - Industrial,United States,9120266240.0,327472000.0,1134690944.0,0.04217,0.11562,0.2886,28.020979,26.974264,-0.077,8.037665,3.425372,0.033,129.599,5.29,1.4685,487385632.0
CUBI,"Customers Bancorp, Inc.",Financial Services,Banks - Regional,United States,2541955328.0,269312992.0,807990016.0,0.01163,0.1401,0.34756002,9.464736,7.842094,5.793,3.1460233,1.1808054,0.764,,,0.0,
CURB,Curbline Properties Corp.,Real Estate,REIT - Retail,United States,2988874240.0,32329000.0,202184992.0,0.00874,0.01715,0.16244,94.399994,49.68421,-0.698,14.782869,1.5778917,0.499,31.411,2.4,2.1667,132775000.0
CURV,Torrid Holdings Inc.,Consumer Cyclical,Apparel Retail,United States,137307888.0,-7034000.0,1000092032.0,0.0301,,-0.00703,,37.632942,,0.13729525,-0.64215916,-0.143,,,0.0,26598750.0
CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,United States,4360980992.0,-5250000.0,997678976.0,0.0152,-0.00096000003,-0.00526,,88.33333,,4.3711267,0.96665937,0.048,84.326,4.83,5.3333,93454624.0
CVBF,CVB Financial Corp.,Financial Services,Banks - Regional,United States,3590863360.0,207787008.0,519404000.0,0.0136,0.09196,0.40276,13.300654,10.801487,0.044,6.91343,1.1904762,0.003,,3.93,0.5229,
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,United States,3951751424.0,190551008.0,2244505088.0,0.09836,0.1758,0.0849,21.233112,16.972334,0.212,1.7606337,3.6399708,0.082,3.43,,0.0,
CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada,56037806080.0,4631000064.0,48753000448.0,0.05667,0.14832,0.09519,16.420765,11.837699,0.78,1.1494228,2.377867,-0.071,42.271,2.15,0.31870002,3668375040.0
CVEO,Civeo Corporation,Consumer Cyclical,Lodging,United States,367694720.0,-14037000.0,667472000.0,0.01742,-0.07355,-0.02103,,62.222218,,0.5508766,2.2874258,0.199,140.791,3.61,0.0,32306624.0
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts,United States,167390192.0,-16436000.0,650702016.0,0.00566,-0.12282,-0.027,,51.412018,,0.25724554,1.2130827,0.01,109.687,,0.0,30179376.0
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution,United States,472769440.0,16113000.0,616251008.0,0.04002,0.07966,0.02615,29.388891,17.401316,-0.838,0.76717025,2.2988007,-0.208,10.802,3.02,0.8889,21583376.0
CVGYY,,,,,,,,,,,,,,,,,,,,
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,United States,3262217984.0,-42000000.0,7496000000.0,0.026659999,0.046479996,-0.0056,,30.472057,,0.4351945,6.0631537,0.203,245.034,0.31,0.0,-102250000.0
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,United States,941646656.0,2267000.0,1202278016.0,0.01352,0.00533,0.00424,415.66666,14.251429,-0.292,0.78321874,2.3030043,0.14,71.576,0.75,3.1111,-18909750.0
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,United States,4424130048.0,70657000.0,1183689984.0,0.044460002,0.42486,0.05969,67.879745,17.612545,-0.502,3.737575,589.2857,0.133,12260.488,,0.0,288415616.0
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,United States,74891943936.0,1440999936.0,22521999360.0,0.114300005,0.60172004,0.06398,39.46821,32.33383,0.119,3.3252795,13.123198,0.52,121.351,,0.0,196750000.0
CVRX,"CVRx, Inc.",Healthcare,Medical Devices,United States,162134624.0,-52660000.0,59072000.0,-0.27249,-1.06958,-0.89145,,-3.2251594,,2.744695,5.549501,0.196,204.043,,0.0,-23050750.0
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,United States,118992986112.0,2932000000.0,405617999872.0,0.026659999,0.037520003,0.00723,40.90351,11.151714,0.631,0.2933622,1.5327471,0.061,100.912,2.85,1.1667,5201625088.0
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,United States,381251518464.0,11009000448.0,185740001280.0,0.0346,0.06638,0.059270002,33.350174,15.701022,-0.445,2.0526085,2.0604696,0.023,23.989,3.72,1.2038,11776499712.0
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense,United States,27012855808.0,511076992.0,3606414080.0,0.08578,0.19691,0.14171,53.492317,42.89323,0.291,7.490226,10.265755,0.134,43.634,0.14,0.070300005,523196256.0
CWAN,"Clearwater Analytics Holdings, Inc.",Technology,Software - Application,United States,7259235328.0,-48093000.0,825731968.0,-0.00083,-0.03127,-0.05824,,28.19383,,8.791273,3.5271935,0.744,41.899,,0.0,160307872.0
CWBC,Community West Bancshares,Financial Services,Banks - Regional,United States,646065408.0,41364000.0,146583008.0,0.0114,0.10453,0.28219,11.023148,7.930058,0.37,4.4075055,1.0897025,0.111,,2.02,0.22219999,
CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water,Cayman Islands,470565600.0,17500140.0,128331680.0,0.04206,0.08092,0.13498999,26.981651,20.282759,-0.216,3.6667922,2.105075,-0.111,1.219,1.9,0.5138,22215138.0
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,United States,9356571648.0,9000000.0,1484999936.0,0.00879,-0.03549,0.00606,389.7,28.101068,,6.300722,2.672473,0.188,178.933,4.69,17.97,423249984.0
CWEN-A,Clearway Energy Inc,Utilities,Utilities - Renewable,United States,8307674112.0,169000000.0,1428999936.0,0.00799,-0.04025,0.11826,28.272728,22.337017,,5.813628,2.5102446,0.211,159.672,0.0444,1.2364,207875008.0
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,473222368.0,-93921000.0,6310230016.0,0.02228,-0.26629,-0.014880001,,6.6215744,,0.07499289,2.2015367,-0.042,1170.424,5.52,2.7273002,-68958872.0
CWK,Cushman & Wakefield Limited,Real Estate,Real Estate Services,United States,3020133632.0,73700000.0,10539400192.0,0.03864,0.03952,0.00699,40.281254,7.6096582,,0.2865565,1.5274322,0.11,159.779,,0.0,397175008.0
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,United States,5560144896.0,7142000.0,1877068032.0,0.01791,0.00459,0.0038,794.6364,58.256638,,2.9621434,3.5453255,0.096,79.202,,0.0,112003376.0
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,United States,2630551040.0,118917000.0,1010739968.0,0.021949999,0.0716,0.11765,21.975,15.923913,-0.693,2.6025991,1.5653383,0.052,101.173,2.89,0.6175,-281359008.0
CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,Mexico,18123483136.0,502603008.0,16536876032.0,0.04359,0.038340002,0.02744,,14.11236,-0.675,1.0959436,1.384785,0.112,46.389,0.71,0.3252,1076206208.0
CXM,"Sprinklr, Inc.",Technology,Software - Application,United States,1311515136.0,22905000.0,857200000.0,0.029830001,0.03803,0.026719999,58.555553,9.734383,-0.902,1.529999,2.2114983,0.089,7.885,,0.0,142548992.0
CXT,"Crane NXT, Co.",Industrials,Specialty Industrial Machinery,United States,2365566720.0,129800000.0,1714099968.0,0.06068,0.1101,0.07572,18.434978,8.664094,-0.71,1.3800634,1.9088968,0.174,120.992,1.75,0.3094,169200000.0
CXW,"CoreCivic, Inc.",Industrials,Security & Protection Services,United States,2126102016.0,129306000.0,2337284096.0,0.04802,0.09008,0.055320002,17.479675,10.80402,0.657,0.9096464,1.5234182,0.258,101.989,,0.0,-31822376.0
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,United States,394566752.0,464000000.0,12291000320.0,0.04678,,0.037750002,0.81395346,26.197603,,0.032102086,-0.26085335,-0.061,,,0.0,337875008.0
CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,United States,705632384.0,-44663000.0,182935008.0,-0.02465,-0.082040004,0.43588,,-22.580645,,3.8572845,1.5591936,0.165,46.564,,0.0,64532376.0
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,United States,10446189568.0,-829609984.0,105815000.0,-0.31539,,0.0,,-16.184029,,98.72125,-11.564708,11.258,,,0.0,-381057760.0
CZFS,"Citizens Financial Services, Inc.",Financial Services,Banks - Regional,United States,305593920.0,39327000.0,113469000.0,0.01302,0.12066,0.34659,7.765568,7.653429,0.36,2.693193,0.8894483,0.136,,3.13,0.24360001,
CZNC,Citizens & Northern Corporation,Financial Services,Banks - Regional,United States,377502464.0,17276000.0,112932000.0,0.00603,0.05639,0.15414,19.691587,7.8037033,-0.962,3.3427413,1.124573,-0.138,,5.32,1.0467,
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,United States,5798682112.0,-485000000.0,11562000384.0,0.04082,-0.107159995,-0.041950002,,33.81235,,0.50152934,1.7002089,0.027,722.658,,0.0,752625024.0
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,59516608512.0,2924000000.0,17449000960.0,0.03086,0.09787,0.16929,19.96165,17.74318,-0.102,3.4108891,2.1125748,0.231,154.901,3.95,0.78760004,-9948250112.0
DAC,Danaos Corporation,Industrials,Marine Shipping,Greece,2381931264.0,519888000.0,1042846976.0,0.065799996,0.14029999,0.49853,4.6187787,5.3408165,0.256,2.284066,0.60802215,0.002,26.173,2.75,0.123500004,134968496.0
DAKT,"Daktronics, Inc.",Technology,Electronic Components,United States,989093248.0,27536000.0,802646976.0,0.071830004,0.09729999,0.03431,36.89091,17.194918,,1.2322893,3.3360739,0.216,3.763,,0.0,55307752.0
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,United States,50023550976.0,4476000256.0,65178001408.0,0.04341,0.2499,0.068670005,11.115329,9.468159,,0.76749134,2.441715,0.129,105.021,0.99,0.103999995,3093374976.0
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,United States,3697331456.0,-67000000.0,7586999808.0,0.0227,-0.02795,0.15118,,9.367142,56.604,0.48732457,4.5662346,0.049,76.216,1.41,0.90910006,578000000.0
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,United States,9313142784.0,223276992.0,6306103808.0,0.028169999,0.04879,0.03541,42.463768,11.801358,,1.4768457,1.9098523,0.123,87.92,,0.0,185682256.0
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,United States,69823922176.0,926000000.0,14721000448.0,0.03309,0.09922,0.0629,75.58963,20.58541,-0.061,4.7431507,6.8506327,0.331,32.194,,0.0,2295624960.0
DAVA,Endava plc,Technology,Software - Infrastructure,United Kingdom,175966240.0,-408336992.0,727598976.0,0.00279,-0.9981,-0.56121,,3.4639862,,0.24184509,0.22892204,-0.084,138.212,,0.0,30948000.0
DAVE,Dave Inc.,Technology,Software - Application,United States,2904696832.0,224988992.0,604617024.0,0.31998,1.1158999,0.37212002,14.6636715,11.493397,1.041,4.804193,14.253806,0.467,131.615,,0.0,85745624.0
DAWN,Day One Biopharmaceuticals Inc,Healthcare,Biotechnology,United States,2224784640.0,-107322000.0,158182000.0,-0.14642,-0.2274,-0.67847,,-504.09744,,14.064714,5.025677,0.839,0.633,,0.0,-61958752.0
DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,United States,2572889600.0,107900000.0,3856399872.0,0.05757,0.109560005,0.027980002,25.62069,10.937199,,0.667174,2.524206,0.06,106.568,,0.0,324537504.0
DBI,Designer Brands Inc.,Consumer Cyclical,Footwear & Accessories,United States,360321600.0,-8374000.0,2892670976.0,0.0161,-0.01956,-0.0028900001,,13.761824,,0.124563634,1.2515424,0.0,430.167,2.82,5.0,62356876.0
DBRG,"DigitalBridge Group, Inc.",Financial Services,Asset Management,United States,3058158592.0,93161000.0,120748000.0,-0.00561,-0.0018600001,1.22617,29.641512,39.274998,,25.326784,2.1834607,0.589,13.607,0.25,0.075500004,-41988876.0
DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,United States,6399437312.0,472600000.0,2525799936.0,0.14205,,0.18711,14.989071,8.054546,-0.059,2.533628,-3.1402407,0.008,,,0.0,816437504.0
DC,Dakota Gold Corp.,Basic Materials,Gold,United States,700443968.0,-34255596.0,,-0.13765,-0.21330999,0.0,,-23.054882,,,3.659902,,0.088,,0.0,-19274864.0
DCGO,DocGo Inc.,Healthcare,Medical Care Facilities,United States,62279792.0,-187757440.0,301713440.0,-0.18334,-0.97783,-0.62229997,,12.385783,,0.20642035,0.4708738,-0.213,25.633,,0.0,43985496.0
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,United States,9689019392.0,378500000.0,3752499968.0,0.11801,0.24267,0.10087,26.143751,19.263803,-0.013,2.5820172,6.1523757,0.03,43.223,1.43,0.36560002,252962496.0
DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,United States,2177902080.0,-28839000.0,841379968.0,0.045450002,-0.04232,-0.03428,,28.299074,6.111,2.588488,3.2510638,0.086,51.165,,0.0,57719376.0
DCOM,"Dime Community Bancshares, Inc.",Financial Services,Banks - Regional,United States,1627787904.0,114350000.0,426964992.0,0.00851,0.08512,0.28997,13.872181,8.471075,0.659,3.8124623,1.1777097,0.181,,2.71,0.3759,
DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,United States,380428576.0,561000.0,90441000.0,-0.00954,0.00582,0.0062,1102.0001,-28.748077,,4.2063727,3.3700306,0.263,0.805,,0.0,19651124.0
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,United States,19725412352.0,132000000.0,6918000128.0,0.01983,0.00896,-0.00419,126.63158,18.383883,,2.8513172,1.4047583,0.043,22.594,1.66,3.2104998,-124750000.0
DDD,3D Systems Corporation,Technology,Computer Hardware,United States,462883232.0,62445000.0,387900000.0,-0.06555,0.32609,0.16098,7.159091,-24.705883,,1.1933056,1.9638405,0.011,66.163,,0.0,-30389124.0
DDOG,"Datadog, Inc.",Technology,Software - Application,United States,79137071104.0,135672992.0,3672030976.0,-0.0021600001,0.039300002,0.03695,555.8,78.15456,1.04,21.551308,19.835833,0.322,32.221,,0.0,936726528.0
DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,United States,8773669888.0,656987008.0,6604936192.0,0.10520001,0.33835,0.09947,13.3507595,16.48958,0.547,1.3283504,4.931877,0.027,27.419,0.21,0.0273,510114624.0
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,United States,142927282176.0,4783000064.0,47337000960.0,0.03809,0.18349001,0.10104,29.946238,23.129763,-0.085,3.0193565,5.434481,-0.111,376.022,1.22,0.3671,2021750016.0
DEA,"Easterly Government Properties, Inc.",Real Estate,REIT - Office,United States,1143172224.0,10525000.0,355592000.0,0.01702,0.00849,0.03161,107.954544,91.34616,-0.704,3.2148423,0.8414228,0.158,126.694,7.58,8.1818,149522128.0
DEC,Diversified Energy Company,Energy,Oil & Gas Integrated,United States,1120290560.0,503696000.0,1840183040.0,,0.87213,0.27372,1.9435383,6.0988336,,0.608793,1.2117656,0.66,388.191,7.49,0.1455,
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,United States,15141803008.0,1024070976.0,5472295936.0,0.2175,0.40859002,0.18714,15.195156,12.829178,-0.038,2.7669928,6.0224705,0.096,15.01,,0.0,
DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,United States,2304383488.0,-27506000.0,1003406016.0,0.012359999,-0.01937,-0.025940001,,-93.35288,,2.2965615,1.0255952,-0.002,162.632,6.63,8.4444,386428640.0
DELL,Dell Technologies Inc.,Technology,Computer Hardware,United States,191746048000.0,5936000000.0,113537998848.0,0.0602,,0.05228,34.008064,19.754559,0.573,1.688827,-77.927666,0.395,,0.85,0.24190001,6606750208.0
DESP,,,,,,,,,,,,,,,,,,,,
DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction,United States,1335501952.0,162050000.0,4220815872.0,0.03523,0.11477,0.041589998,8.532164,9.443366,-0.802,0.3164085,0.947895,-0.103,118.443,,0.0,-45319000.0
DFIN,"Donnelley Financial Solutions, Inc.",Technology,Software - Application,United States,974312640.0,34900000.0,771400000.0,0.11056,0.08762,0.04524,28.467154,7.4097576,0.21,1.2630446,2.629627,0.022,62.57,,0.0,120562496.0
DFS,,,,,,,,,,,,,,,,,,,,
